Grouped Metabolites,Clinical data 95% CI,Clinical data R2,Clinical data p-value,Diet 95% CI,Diet R2,Diet p-value,Full model 95% CI,Full model R2,Full model p-value,Genetics 95% CI,Genetics R2,Genetics p-value,Lifestyle 95% CI,Lifestyle R2,Lifestyle p-value,Microbiome 95% CI,Microbiome R2,Microbiome p-value,Time of day 95% CI,Time of day R2,Time of day p-value,CHEMICAL_ID,COMP_ID,Group   HMDB_ID,Sample   HMDB_ID,BIOCHEMICAL,CAS,CHEMSPIDER,KEGG,MASS,PATHWAY_SORTORDER,PLATFORM,PUBCHEM,RI,SUB_PATHWAY,SUPER_PATHWAY,COMMENT,metabolite,micro_r2,geno_r2,total,group,BIOCHEMICAL_NAME
X - 23652,"(0.05109605553818517, 0.14402176125335772)",0.129145531096931,6.7676126227873e-08,"(0.3441979496982058, 0.4036517748362766)",0.404021687263863,2.04976023606029e-137,"(0.3664637340556411, 0.4243561175662546)",0.440739279817684,1.51664245770049e-162,,-0.00225268785262455,1.0,,-0.0409867586880496,1.0,"(0.05049256410925574, 0.12558265781826725)",0.116892565821487,1.31071507363497e-09,"(-0.021328805218015577, 0.012708262604506231)",0.00106291870610275,0.899392845056681,X - 23652,49529,,,X - 23652,,,,171.07608,,LC/MS Pos Early,,1991.0,,,X - 23652,metabolite_X - 23652,0.116892565821487,0.0,0.116892565821487,microbiome,X - 23652
100010895,,-0.0103902781869031,1.0,,-0.0604449160995574,1.0,,-0.011690354219696,1.0,"(0.11665224023113464, 0.11665324023113464)",0.116652240231134,3.80398059251037e-13,,-0.0160703333854608,1.0,,-0.0291837751900239,1.0,,-0.00321340626799382,1.0,100010895,57554,,,2'-O-methylcytidine,2140-72-9,133067.0,,258.10845,3356.0,LC/MS Pos Early,150971.0,2411.0,"Pyrimidine Metabolism, Cytidine containing",Nucleotide,2'-O-methylcytidine,metabolite_100010895,0.0,0.116652240231134,0.116652240231134,genetics,2'-O-methylcytidine
X - 13431,"(-0.05652017275657918, 0.04657199896097688)",0.0244480711951731,0.340347550870309,"(0.018574716742177335, 0.10509568983159327)",0.117643306268176,3.79543147253856e-08,"(0.05362764651398967, 0.12987723463207268)",0.144505300202291,1.26729487129327e-13,"(0.09585761858794817, 0.09585861858794817)",0.0958576185879481,1.13920422541376e-10,,-0.0392966331631194,1.0,"(-0.05549791574153908, 0.029311266738563983)",0.0197189652537592,0.354464084614713,"(-0.0278809879834503, 0.004591934495780183)",0.000554742044084899,0.946914758158858,X - 13431,47788,,,X - 13431,,,,302.23215,,LC/MS Pos Late,,1015.0,,,X - 13431,metabolite_X - 13431,0.0197189652537592,0.0958576185879481,0.1155765838417073,hybrid,X - 13431
X - 18240,"(-0.08557463532018998, 0.012527994306160884)",0.0260877432988038,0.279914483139451,"(-0.011613196839467493, 0.080637764596504)",0.0415443663318892,0.0791065094418369,"(0.10750241292915379, 0.1825159342679846)",0.172327852521987,1.53732711629036e-18,,-0.00139183711026102,1.0,,-0.0334559282605431,1.0,"(0.033718805969903294, 0.12369117091415882)",0.115010465396077,7.86540473964933e-07,"(-0.021261729151399372, 0.011702592938191252)",0.0076970984629725,0.361557430975602,X - 18240,48041,,,X - 18240,,,,194.04617,,LC/MS Neg,,2030.0,,,X - 18240,metabolite_X - 18240,0.115010465396077,0.0,0.115010465396077,microbiome,X - 18240
X - 23314,,-0.0455374273542461,1.0,"(0.020054526707395954, 0.10233144188744565)",0.0934978920158395,5.93566528569955e-06,"(0.03404218524960347, 0.11271849986759208)",0.0770969884762637,0.00010074199223405,"(0.07335652267880555, 0.07335752267880555)",0.0733565226788055,1.09298607214967e-08,,-0.0049529937721382,1.0,"(-0.017272480052527017, 0.07331223424743213)",0.0414806112150769,0.0685613717970513,,-0.00274885476659658,1.0,X - 23314,49014,,,ethyl-beta-glucopyranoside,,,,207.08723,,LC/MS Neg,,1578.3,Food Component/Plant,Xenobiotics,X - 23314,metabolite_X - 23314,0.0414806112150769,0.0733565226788055,0.1148371338938824,hybrid,ethyl-beta-glucopyranoside
100001989,"(-0.09707241779796758, 0.00020244043371656938)",0.00350901003057024,0.88307419062277,"(-0.031132399029992156, 0.05867648016842228)",0.0649832262075063,0.00361084261036995,"(0.006896290687858189, 0.08237980682229733)",0.0492367083146775,0.0104370513275571,"(0.11477291563588332, 0.11477391563588332)",0.114772915635883,1.07799819965228e-12,,-0.0608812470100401,1.0,,-0.0299075268067063,1.0,,-0.000629663312219364,1.0,100001989,32599,,,glycocholenate sulfate*,,,,254.62291,2651.0,LC/MS Neg,,4750.0,Secondary Bile Acid Metabolism,Lipid,glycocholenate sulfate*,metabolite_100001989,0.0,0.114772915635883,0.114772915635883,genetics,glycocholenate sulfate*
X - 12738,"(-0.07966784647750398, 0.014668730904034139)",0.0154640178334977,0.530472748329604,"(0.06863233829047917, 0.14928829015822118)",0.120837397803003,3.18635165288383e-09,"(0.1421088364781908, 0.20927700092794238)",0.210036771856232,6.78206701093941e-33,,-0.00866837268707554,1.0,,-0.052752072733097,1.0,"(0.04627630193882503, 0.12150412200471941)",0.114130876985512,6.92420857614891e-09,"(-0.01758812067740283, 0.014708812646751942)",0.00856519898922958,0.309799884147104,X - 12738,47940,,,X - 12738,,,,230.99723,,LC/MS Neg,,2389.0,,,candidate structure is phenol-related,metabolite_X - 12738,0.114130876985512,0.0,0.114130876985512,microbiome,X - 12738
100001148,,-0.0288486369057896,1.0,,-0.0663675004409207,1.0,"(0.0832654441479781, 0.15453857858604608)",0.116644644151142,7.54268696477785e-10,,-0.0102265654075914,1.0,,-0.0650753345369605,1.0,"(0.07048090096529054, 0.1471812455210713)",0.114014373266523,8.06742482316328e-09,,-0.0114471179056461,1.0,100001148,31938,HMDB00525,,5-hydroxyhexanoate,44843-89-2,149280.0,,131.07136,1436.0,LC/MS Neg,170748.0,1267.0,"Fatty Acid, Monohydroxy",Lipid,5-hydroxyhexanoate,metabolite_100001148,0.114014373266523,0.0,0.114014373266523,microbiome,5-hydroxyhexanoate
100001624,,-0.0235304876670854,1.0,"(-0.0031665028287046816, 0.08025064115957437)",0.0583947647428581,0.00585696927904432,"(0.09964794102760745, 0.17377653680781283)",0.197817271703476,8.99362983031093e-27,,-0.0235908400763789,1.0,,-0.0570704958809489,1.0,"(0.03324207919954897, 0.10596962139962753)",0.113861822098166,1.01648519742802e-09,"(0.028962548015107253, 0.05990927607521418)",0.0553988100155453,1.39995601636592e-11,100001624,35635,HMDB00375,,3-(3-hydroxyphenyl)propionate,621-54-5,89.0,C11457,165.05571,3574.0,LC/MS Neg,91.0,1980.0,Benzoate Metabolism,Xenobiotics,3-(3-hydroxyphenyl)propionate,metabolite_100001624,0.113861822098166,0.0,0.113861822098166,microbiome,3-(3-hydroxyphenyl)propionate
100000007,"(0.15983361694921835, 0.24071710992677572)",0.24520836564732,8.45793619418096e-30,"(0.0027367948329859435, 0.08656544038365084)",0.061800699989862,0.00521462092551126,"(0.12469582649689587, 0.19327167128415118)",0.195722334940626,9.6571145036101e-28,"(0.07242821702952429, 0.07242921702952429)",0.0724282170295242,2.66945938735397e-08,,-0.0296746387182818,1.0,"(-0.04168696836745828, 0.04415897654257774)",0.040159239329551,0.0757607751884539,,-0.00353372614939417,1.0,100000007,15500,HMDB00062,,carnitine,461-05-2,10455.0,C00318,162.11247,1396.0,LC/MS Pos Early,10917.0,1978.0,Carnitine Metabolism,Lipid,carnitine,metabolite_100000007,0.040159239329551,0.0724282170295242,0.1125874563590752,hybrid,carnitine
100000467+X - 21310,,-0.0153196290946864,1.0,,-0.0213094524403163,1.0,"(0.03174990513151239, 0.12147598909477375)",0.136485541925253,1.23225923163373e-09,,-0.00623626222838513,1.0,,-0.0631386620241816,1.0,"(0.016056382761814796, 0.10633198520834233)",0.11244800841473,9.57031908769778e-07,"(-0.017971331988915932, 0.01538693049957391)",0.00368946830175831,0.671043417023584,100000467,27672,HMDB00682,,3-indoxyl sulfate,2642-37-7,9840.0,,212.0023,241.0,LC/MS Neg,10258.0,2222.2,Tryptophan Metabolism,Amino Acid,3-indoxyl sulfate,metabolite_100000467,0.11244800841473,0.0,0.11244800841473,microbiome,3-indoxyl sulfate
100002910+X - 13835,"(0.02845682833629222, 0.12449014529558279)",0.117444130423532,1.68900967426719e-06,"(0.2994129389952504, 0.35733184405297064)",0.361767332112886,4.64200187003057e-109,"(0.31827443258820326, 0.3782875490625234)",0.39287861437196,6.4934029623699e-127,,-0.00179467580429393,1.0,,-0.0269129127781153,1.0,"(0.029723190229319116, 0.10876429581176536)",0.111693957053498,1.60505411313311e-08,,-0.00264843774211454,1.0,100002910,62946,,HMDB04988,1-methyl-5-imidazoleacetate,4200-48-0,4954265.0,,141.06586,84.0,LC/MS Pos Early,6451814.0,1989.0,Histidine Metabolism,Amino Acid,1-methyl-5-imidazoleacetate,metabolite_100002910,0.111693957053498,0.0,0.111693957053498,microbiome,1-methyl-5-imidazoleacetate
136,,-0.0644656544589428,1.0,,-0.0559513366875255,1.0,"(0.04108632251880899, 0.11247202592050576)",0.0880865547831084,1.81305076042387e-06,,-0.00284169809486667,1.0,,-0.0154853086118029,1.0,"(0.05151406326080353, 0.13120712084599956)",0.111381664449858,2.74055174904314e-08,,-0.016912621819729,1.0,136,22842,HMDB00619,,cholate,81-25-4,,C00695,407.28029,2603.0,LC/MS Neg,221493.0,5165.0,Primary Bile Acid Metabolism,Lipid,cholate,metabolite_136,0.111381664449858,0.0,0.111381664449858,microbiome,cholate
100009162,"(-0.08496618973320176, 0.015438424549411677)",0.00228117884512368,0.929941964264489,"(-0.048709761552227705, 0.03735938342335409)",0.0334787848170146,0.13846272974908,"(0.016358574753514706, 0.09465713154629968)",0.0801302419174618,6.24530661574643e-05,"(0.10851068823089928, 0.10851168823089928)",0.108510688230899,6.29312867693458e-12,,-0.0490019105241981,1.0,,-0.0166424948661285,1.0,,-0.00486086323656142,1.0,100009162,52716,HMDB11206,,1-(1-enyl-palmitoyl)-2-palmitoyl-GPC (P-16:0/16:0)*,,9322076.0,,718.57452,2121.0,LC/MS Pos Late,11146967.0,2454.0,Plasmalogen,Lipid,1-(1-enyl-palmitoyl)-2-palmitoyl-GPC (P-16:0/16:0)*,metabolite_100009162,0.0,0.108510688230899,0.108510688230899,genetics,1-(1-enyl-palmitoyl)-2-palmitoyl-GPC (P-16:0/16:0)*
100006314+100008920,"(-0.029831461427815578, 0.062821292234495)",0.0509284464822002,0.0344675553778734,"(0.2344648205918894, 0.31259086557617183)",0.313124222753461,1.11239471610106e-50,"(0.22888249925423426, 0.3094614076594187)",0.328181083252382,8.2045608472307e-54,,-0.00203968106750274,1.0,,-0.0429867680685678,1.0,"(0.020232460951861486, 0.10332510243811845)",0.106356996382571,8.13125307991896e-07,,-0.00389339063740901,1.0,100006314,52433,,,"sphingomyelin (d17:1/16:0, d18:1/15:0, d16:1/17:0)*",121999-58-4,28532779.0,,689.5592,2293.0,LC/MS Pos Late,,2082.0,Sphingolipid Metabolism,Lipid,"sphingomyelin (d17:1/16:0, d18:1/15:0, d16:1/17:0)*",metabolite_100006314,0.106356996382571,0.0,0.106356996382571,microbiome,"sphingomyelin (d17:1/16:0, d18:1/15:0, d16:1/17:0)*"
100001743,"(-0.10722859140946164, -0.007232987072777598)",0.0102745798498097,0.680205967681808,"(0.193420964391558, 0.27027242334197077)",0.260935110908549,1.00386292232177e-38,"(0.16836451642431208, 0.23815438640553072)",0.24083636506196,9.14660432659065e-40,,-0.00302989602345049,1.0,,-0.0465100465397208,1.0,"(0.04585694386127219, 0.12892130192850054)",0.105570330886616,4.83227428808105e-07,,-0.00313429071138648,1.0,100001743,37097,HMDB61115,,tryptophan betaine,20671-76-5,390633.0,C09213,247.14411,206.0,LC/MS Pos Early,442106.0,2673.0,Tryptophan Metabolism,Amino Acid,tryptophan betaine,metabolite_100001743,0.105570330886616,0.0,0.105570330886616,microbiome,tryptophan betaine
100001104,"(0.06316640812230574, 0.15161683328092598)",0.151383730438609,1.95693565067516e-11,"(-0.027438202746145227, 0.05651357569186992)",0.0183561146422444,0.388735222497694,"(0.07360876634377705, 0.14152828552718938)",0.133116681522024,9.29884289765974e-14,"(0.10549659839804483, 0.10549759839804483)",0.105496598398044,1.02556720816235e-11,,-0.0880139967215229,1.0,,-0.0345341649927879,1.0,"(-0.0245649244002062, 0.006302971562584798)",0.00164036958627566,0.839638551626692,100001104,32390,HMDB00866,,N-acetyltyrosine,537-55-3,61606.0,,222.07718,126.0,LC/MS Neg,68310.0,1680.0,Tyrosine Metabolism,Amino Acid,N-acetyltyrosine,metabolite_100001104,0.0,0.105496598398044,0.105496598398044,genetics,N-acetyltyrosine
X - 22520,,-0.0159479829410216,1.0,,-0.123095879727313,1.0,"(0.04196787603614142, 0.11651861298058945)",0.100042018061089,1.6641413027147e-07,,-0.00467042261744943,1.0,,-0.0639375147576095,1.0,"(0.04190148934143617, 0.12265923709534299)",0.104772982858815,2.49791380543444e-07,,-0.0123866551127684,1.0,X - 22520,47784,,,X - 22520,,,,263.62842,,LC/MS Neg,,4389.0,,,fatty acid conjugate,metabolite_X - 22520,0.104772982858815,0.0,0.104772982858815,microbiome,X - 22520
100001549,,-0.00433871123765317,1.0,"(0.022866581489678822, 0.1103425846053225)",0.10575262991183,1.56836402216945e-06,"(0.11158864253681022, 0.18359655522012613)",0.167349685174428,2.35922661134511e-19,,-0.0069286640041497,1.0,"(-0.09361585805147037, -0.0012956829850182775)",0.00605669885447957,0.800624968173243,"(0.03887351006877637, 0.11634374905335396)",0.100996343062027,4.76808454331599e-07,,-0.00478605967572165,1.0,100001549,48404,HMDB02151,,dimethyl sulfoxide (DMSO),67-68-5,659.0,C11143,79.02122,4529.0,LC/MS Pos Early,679.0,817.0,Chemical,Xenobiotics,dimethyl sulfoxide (DMSO),metabolite_100001549,0.100996343062027,0.0,0.100996343062027,microbiome,dimethyl sulfoxide (DMSO)
X - 24736,"(-0.014020444784848223, 0.07958142669983709)",0.0614423883428331,0.0119234510879975,"(0.01666657966353239, 0.1008894906135763)",0.0687874136469324,0.00118780297583824,"(0.08062512671764487, 0.1514620428033092)",0.165758735206921,7.13736659522777e-20,,-0.00448359883178683,1.0,,-0.0363088146120325,1.0,"(0.008296399011710092, 0.08409563207184659)",0.100969648761094,3.40847898242152e-07,,-0.00282615263194596,1.0,X - 24736,53172,,,X - 24736,,,,189.13451,,LC/MS Pos Early,,2821.0,,,X - 24736,metabolite_X - 24736,0.100969648761094,0.0,0.100969648761094,microbiome,X - 24736
100004326,"(-0.05627194229569024, 0.03495460534685225)",0.0483523764049497,0.0425928814836202,"(0.05578690901305071, 0.13093729410402669)",0.0970060793237501,4.95065315935668e-07,"(0.12861281590052512, 0.1975134484506574)",0.192709596941153,1.44632648778587e-27,,-0.00437787676762457,1.0,,-0.0456709541697215,1.0,"(0.035982653966958565, 0.11184235452857688)",0.100474158848314,3.47329703656753e-07,,-0.00238341574872325,1.0,100004326,48693,,,3-acetylphenol sulfate,,16230535.0,,215.00196,4482.0,LC/MS Neg,,2477.0,Chemical,Xenobiotics,3-acetylphenol sulfate,metabolite_100004326,0.100474158848314,0.0,0.100474158848314,microbiome,3-acetylphenol sulfate
100004635,"(-0.026019273146267907, 0.06919228141708061)",0.0573532646477781,0.0185213767012627,"(-0.032637660064476944, 0.056912260069485854)",0.0341165280689704,0.130745380018617,"(0.017923061496685933, 0.09448139613656072)",0.084011495190881,2.4923436534627e-05,"(0.1002799545690175, 0.1002809545690175)",0.100279954569017,3.65616294366358e-11,,-0.0743277636464057,1.0,,-0.0363449572707148,1.0,"(-0.02216852453233237, 0.01042605660680192)",0.00427822883695916,0.606222342650478,100004635,44878,,,methionine sulfone,820-10-0,63154.0,,182.04816,314.0,LC/MS Pos Early,69961.0,1250.0,"Methionine, Cysteine, SAM and Taurine Metabolism",Amino Acid,methionine sulfone,metabolite_100004635,0.0,0.100279954569017,0.100279954569017,genetics,methionine sulfone
100006005,"(0.707810546079475, 0.7481339016541)",0.735654070560143,0.0,"(0.25135578283826115, 0.3243368282528484)",0.321452358235254,5.82402668100249e-66,"(0.5888988274086113, 0.6315518497302685)",0.654207002720477,0.0,,-0.00460477666761493,1.0,,-0.00736821787699515,1.0,"(0.0312600038302215, 0.11226360226738934)",0.0990258674114317,2.66373705234021e-06,,-0.0086508792395048,1.0,100006005,37185,,,"5alpha-androstan-3alpha,17beta-diol monosulfate (2)",,,,371.18976,2567.0,LC/MS Neg,,5080.0,Androgenic Steroids,Lipid,"5alpha-androstan-3alpha,17beta-diol monosulfate (2)",metabolite_100006005,0.0990258674114317,0.0,0.0990258674114317,microbiome,"5alpha-androstan-3alpha,17beta-diol monosulfate (2)"
X - 23587,"(-0.04253543070699884, 0.055026935112816734)",0.0472342211970773,0.0660538320373607,"(-0.02386215754104653, 0.0620081497232612)",0.078704199595279,0.000369705965190602,"(0.05430055014741114, 0.1301300493534915)",0.154208014413229,7.95964335662477e-15,,-0.0124618032605177,1.0,,-0.0679025660156582,1.0,"(0.012562359113458158, 0.09332747381255795)",0.0982871177123431,2.0436395690431e-06,,-0.00261276478833849,1.0,X - 23587,49463,,,X - 23587,,,,132.10181,,LC/MS Pos Early,,1230.0,,,X - 23587,metabolite_X - 23587,0.0982871177123431,0.0,0.0982871177123431,microbiome,X - 23587
100000042,"(-0.05277270755900361, 0.04735026718535984)",0.040042459285122,0.108365621439831,"(0.2606993645629615, 0.3198764330938264)",0.304667169450208,1.77388561147908e-75,"(0.2606891894551537, 0.324221816430877)",0.334370468356103,1.08333436797745e-83,,-0.00184841511997446,1.0,,-0.0411596338344917,1.0,"(0.010529515195645548, 0.09173907963506105)",0.0978315971098355,1.70826766964332e-06,,-0.00931695153048406,1.0,100000042,15677,HMDB00479,,3-methylhistidine,368-16-1,58494.0,C01152,168.07785,64.0,LC/MS Neg,64969.0,906.3,Histidine Metabolism,Amino Acid,3-methylhistidine,metabolite_100000042,0.0978315971098355,0.0,0.0978315971098355,microbiome,3-methylhistidine
X - 16654,,-0.0378774655911275,1.0,,-0.0662680587853949,1.0,"(0.043132856443236285, 0.11609907009638122)",0.108841674484674,9.47697315252681e-09,,-0.0062780845896464,1.0,,-0.0251845109968431,1.0,"(0.03935419804068497, 0.11852986602619756)",0.0967731868337864,1.18125222497581e-06,,-0.00920969009364869,1.0,X - 16654,46677,,,deoxycholic acid 12-sulfate*,,,,235.11762,,LC/MS Neg,,4598.0,Secondary Bile Acid Metabolism,Lipid,X - 16654,metabolite_X - 16654,0.0967731868337864,0.0,0.0967731868337864,microbiome,deoxycholic acid 12-sulfate*
100001022,"(-0.050114449981629165, 0.049752369130926954)",0.0359908695883708,0.137851534544708,"(0.05061119825375875, 0.15023423333966562)",0.126763628273209,1.00443173699493e-06,"(0.09877038699820273, 0.1855189799421551)",0.194084634049081,4.92715132126315e-17,,-0.00725016385240917,1.0,,-0.0448409602618546,1.0,"(0.009246129351417436, 0.10463944808449922)",0.0967472335606151,6.42607893505992e-05,,-0.00688447541160308,1.0,100001022,27738,HMDB00943,,threonate,70753-61-6,133224.0,C01620,135.02989,3417.0,LC/MS Polar,151152.0,2384.0,Ascorbate and Aldarate Metabolism,Cofactors and Vitamins,threonate,metabolite_100001022,0.0967472335606151,0.0,0.0967472335606151,microbiome,threonate
X - 18914,"(-0.06824393064690759, 0.02914153613974262)",0.012699755461039,0.614276318650565,"(0.1977014456441592, 0.2864380119540219)",0.309224141349665,2.14823561607428e-40,"(0.18907088782691817, 0.2705162579267393)",0.284384820799504,4.91484931541307e-40,,-0.0024580694498002,1.0,,-0.0383246356740294,1.0,"(0.01784593016091508, 0.10635271638403221)",0.0963486955667058,2.0853861240709e-05,,-0.00694793134128968,1.0,X - 18914,46368,,,"3-bromo-5-chloro-2,6-dihydroxybenzoic acid*",,,,266.88894,,LC/MS Neg,,4503.0,Chemical,Xenobiotics,X - 18914,metabolite_X - 18914,0.0963486955667058,0.0,0.0963486955667058,microbiome,"3-bromo-5-chloro-2,6-dihydroxybenzoic acid*"
X - 18249,"(-0.03343930600783499, 0.062357312432782044)",0.0695962812228124,0.00522054204615172,"(0.19780401416081944, 0.2742571140701406)",0.288038333123746,2.8233973608659e-43,"(0.18628779174147903, 0.26366741247156)",0.262473027903872,3.40412321523496e-38,,-0.00284190311398679,1.0,,-0.0339442724025855,1.0,"(0.03456839119521158, 0.12362219577983913)",0.0959742852030127,3.37640270034961e-05,,-0.00756469637106871,1.0,X - 18249,46366,,,"3,5-dichloro-2,6-dihydroxybenzoic acid",,,,220.9419,,LC/MS Neg,,4404.1,Chemical,Xenobiotics,X - 18249,metabolite_X - 18249,0.0959742852030127,0.0,0.0959742852030127,microbiome,"3,5-dichloro-2,6-dihydroxybenzoic acid"
100004227,"(0.026571783838154894, 0.12429627782911928)",0.121565333122873,7.95791292428176e-07,"(-0.019605324382321924, 0.06775651544650256)",0.0459938810468343,0.0324232074156425,"(-0.002036200842816149, 0.07769288796362027)",0.0467238414083392,0.0217557227606651,"(0.09489782467959873, 0.09489882467959873)",0.0948978246795987,8.24268565301137e-11,,-0.0395589048125326,1.0,,-0.126985443926562,1.0,,-0.00369370954330183,1.0,100004227,43343,HMDB00991,,2-aminooctanoate,644-90-6,62727.0,,160.13321,1314.0,LC/MS Pos Late,69522.0,750.0,"Fatty Acid, Amino",Lipid,2-aminooctanoate,metabolite_100004227,0.0,0.0948978246795987,0.0948978246795987,genetics,2-aminooctanoate
339,"(-0.032972137567528134, 0.059973611234662154)",0.0340408035804001,0.160956204334566,,-0.0475393253971294,1.0,"(0.0817091707523986, 0.1605985614797184)",0.136961526323465,1.34215696975923e-11,,-0.00208802027290677,1.0,,-0.0395688503286661,1.0,"(0.03740230103192457, 0.12162820601561004)",0.0939912175613605,1.23629970433476e-05,,-0.0153268044378265,1.0,339,396,HMDB00661,,glutarate (pentanedioate),110-94-1,3618533.0,C00489,131.03498,1251.0,LC/MS Polar,743.0,2900.0,"Fatty Acid, Dicarboxylate",Lipid,glutarate (pentanedioate),metabolite_339,0.0939912175613605,0.0,0.0939912175613605,microbiome,glutarate (pentanedioate)
100015792,,-0.0305139474017233,1.0,"(0.10801983058351076, 0.20032859775165812)",0.210362394406349,7.16941709351755e-18,"(0.07687294837978796, 0.1755193185719082)",0.174367989741427,8.96981686478589e-13,"(0.09358134998101464, 0.09358234998101464)",0.0935813499810146,2.13291254883923e-10,"(-0.0952368902252571, -0.005209717983365389)",0.00769148396779884,0.743698639365361,,-0.0241445200659327,1.0,,-0.00507233260098205,1.0,100015792,57478,,,"sphingomyelin (d18:1/25:0, d19:0/24:1, d20:1/23:0, d19:1/24:0)*",,24846885.0,,829.71571,2316.0,LC/MS Pos Late,,3220.0,Sphingolipid Metabolism,Lipid,"sphingomyelin (d18:1/25:0, d19:0/24:1, d20:1/23:0, d19:1/24:0)*",metabolite_100015792,0.0,0.0935813499810146,0.0935813499810146,genetics,"sphingomyelin (d18:1/25:0, d19:0/24:1, d20:1/23:0, d19:1/24:0)*"
100015793,"(0.15686132616057719, 0.23899628324787747)",0.232929386220803,1.98482908994912e-28,"(0.1688187613564189, 0.2460559622423678)",0.211624731778917,1.36574691271687e-26,"(0.24073149124504264, 0.30670557576755025)",0.332551444265184,1.06002553659853e-79,,-0.00603031818284804,1.0,,-0.040620493179569,1.0,"(-0.0017584539973521658, 0.07890057104444091)",0.0933258927343309,9.66853360005238e-06,,-0.00496885481042586,1.0,100015793,57483,,,"sphingomyelin (d17:2/16:0, d18:2/15:0)*",,,,687.54355,2320.0,LC/MS Pos Late,,1837.0,Sphingolipid Metabolism,Lipid,"sphingomyelin (d17:2/16:0, d18:2/15:0)*",metabolite_100015793,0.0933258927343309,0.0,0.0933258927343309,microbiome,"sphingomyelin (d17:2/16:0, d18:2/15:0)*"
X - 21441,"(-0.06536644929315501, 0.027923525471921576)",0.00723055014539808,0.765930957111579,"(-0.049683092205064075, 0.04184202302301196)",0.00391279621479634,0.862036211109232,"(0.003211562440504612, 0.08386854599974673)",0.0563030755158054,0.00545904925032735,"(0.09314999332422068, 0.09315099332422068)",0.0931499933242206,7.58589053135156e-11,,-0.0479648642882846,1.0,,-0.023151622713746,1.0,,-0.00670520953312037,1.0,X - 21441,46486,,,X - 21441,,,,294.1128,,LC/MS Neg,,3025.4,,,X - 21441,metabolite_X - 21441,0.0,0.0931499933242206,0.0931499933242206,genetics,X - 21441
X - 24747,,-0.0611801931551556,1.0,,-0.0159332381449697,1.0,,-0.0201264904796927,1.0,"(0.09205339429952852, 0.09205439429952852)",0.0920533942995285,2.32541791448774e-10,,-0.0177043784000394,1.0,,-0.0362592731792743,1.0,,-0.0140771921395366,1.0,X - 24747,53266,,,X - 24747,,,,321.14689,,LC/MS Neg,,4360.0,,,X - 24747,metabolite_X - 24747,0.0,0.0920533942995285,0.0920533942995285,genetics,X - 24747
100004328,"(-0.06056474578848551, 0.03308643673077753)",0.0241233402215761,0.328910175334128,"(0.1969063959264652, 0.2704751538598409)",0.24186537403694,4.42912828190467e-37,"(0.19395942879197817, 0.26623508704848853)",0.275556180248486,3.5198347474149e-47,,-0.00335082712326317,1.0,,-0.0211168246490594,1.0,"(0.015774335475956604, 0.09788337990167104)",0.0906120586095129,1.71794468260135e-05,,-0.00347305359349503,1.0,100004328,42463,HMDB12097,,"sphingomyelin (d18:1/14:0, d16:1/16:0)*",,9608732.0,,675.54355,2291.0,LC/MS Pos Late,11433862.0,1998.0,Sphingolipid Metabolism,Lipid,"sphingomyelin (d18:1/14:0, d16:1/16:0)*",metabolite_100004328,0.0906120586095129,0.0,0.0906120586095129,microbiome,"sphingomyelin (d18:1/14:0, d16:1/16:0)*"
100001446,"(-0.029270074817829377, 0.06455810692775159)",0.0355979271371886,0.139431974521417,,-0.0294121257070723,1.0,"(-0.00986892047139706, 0.07449911746382952)",0.0550667924943243,0.00968044416530513,"(0.09017264454352192, 0.09017364454352192)",0.0901726445435219,4.11885886412021e-10,,-0.0332811030719133,1.0,,-0.0522451477112544,1.0,,-0.0137970045596531,1.0,100001446,35136,HMDB00884,,5-methyluridine (ribothymidine),1463-10-1,393058.0,,257.07791,3321.0,LC/MS Neg,445408.0,1778.1,"Pyrimidine Metabolism, Uracil containing",Nucleotide,5-methyluridine (ribothymidine),metabolite_100001446,0.0,0.0901726445435219,0.0901726445435219,genetics,5-methyluridine (ribothymidine)
100002873,"(0.016935412673689053, 0.10621442989754469)",0.0987295445642599,1.17456495744441e-05,"(0.0499792594303065, 0.12963707514362197)",0.127917171456335,7.1805364879139e-10,"(0.1463030277716449, 0.22108758963012795)",0.235195450991954,3.05744468040016e-36,,-0.00829950445446359,1.0,,-0.00127804163883782,1.0,"(0.042598287896412936, 0.11962464044214297)",0.0890593835629327,7.2993426514694e-06,,-0.00557170735026879,1.0,100002873,49617,HMDB10405,,1-lignoceroyl-GPC (24:0),325171-59-3,24766539.0,,608.46497,1974.0,LC/MS Pos Late,,1907.0,Lysophospholipid,Lipid,1-lignoceroyl-GPC (24:0),metabolite_100002873,0.0890593835629327,0.0,0.0890593835629327,microbiome,1-lignoceroyl-GPC (24:0)
